"CDSID","ortholog","AssociatedFunction"
"LBRM2904_35.5320 (old tag= LbrM.35.5150)","LmjF.36.4900","Region in Clathrin and VPS, putative"
"LBRM2904_35.5330 (old tag= LbrM.35.5160)","LmjF.36.4910","hypothetical protein, conserved"
"LBRM2904_35.5340 (old tag= LbrM.35.5170)","LmjF.36.4920","Calponin homology (CH) domain containing protein, putative"
"LBRM2904_35.5350 (old tag= LbrM.35.5180)","LmjF.36.4930","translation initiation factor 2 subunit, putative"
"LBRM2904_35.5360 (old tag= LbrM.35.5190)","LmjF.36.4940","Uncharacterized protein family UPF0029, putative"
"LBRM2904_35.5370 (old tag= LbrM.35.5200)","LmjF.36.4950","2OG-Fe(II) oxygenase superfamily, putative"
"LBRM2904_35.5380 (old tag= LbrM.35.5210)","LmjF.36.4960","hypothetical protein, conserved"
"LBRM2904_35.5390 (old tag= LbrM.35.5220)","LmjF.36.4970","DnaJ domain containing protein, putative"
"LBRM2904_35.5400 (old tag= LbrM.35.5240)","LmjF.36.4990","tubulin delta chain"
"LBRM2904_35.5410 (old tag= LbrM.35.5250)","LmjF.36.5000","hypothetical protein, conserved"
"LBRM2904_35.5420 (old tag= LbrM.35.5370)","LmjF.36.5010,LmjF.36.5120","40S ribosomal protein SA, putative"
"LBRM2904_35.5430 (old tag= LbrM.35.5270)","LmjF.36.5020","hypothetical protein, conserved"
"LBRM2904_35.5440 (old tag= LbrM.35.5280)","LmjF.36.5030","hypothetical protein, conserved"
"LBRM2904_35.5450 (old tag= LbrM.35.5290)","LmjF.36.5040","Bacterial transferase hexapeptide (six repeats), putative"
"LBRM2904_35.5460 (old tag= LbrM.35.5300)","LmjF.36.5050","32 kDa ER-associated protein, putative"
"LBRM2904_35.5470 (old tag= LbrM.35.5310)","LmjF.36.5060","Nin one binding (NOB1) Zn-ribbon like, putative"
"LBRM2904_35.5480 (old tag= LbrM.35.5320)","LmjF.36.5070","hypothetical protein, conserved"
"LBRM2904_35.5490 (old tag= LbrM.35.5330)","LmjF.36.5080","hypothetical protein, conserved"
"LBRM2904_35.5500 (old tag= LbrM.35.5340)","LmjF.36.5090","Casein kinase II subunit beta, putative"
"LBRM2904_35.5510 (old tag= LbrM.35.5350)","LmjF.36.5100","hypothetical protein, conserved"
"LBRM2904_35.5520 (old tag= LbrM.35.5360)","LmjF.36.5110","Domain of unknown function (DUF4496), putative"
"LBRM2904_35.5530 (old tag= LbrM.35.5370)","LmjF.36.5010,LmjF.36.5120","40S ribosomal protein SA, putative"
"LBRM2904_35.5540 (old tag= LbrM.35.5380)","LmjF.36.5130","hypothetical protein, conserved"
"LBRM2904_35.5550 (old tag= LbrM.35.5390)","LmjF.36.5140","VHS domain containing protein, putative"
"LBRM2904_35.5560 (old tag= LbrM.35.5400)","LmjF.36.5150","kinesin-like protein, putative"
"LBRM2904_35.5570 (old tag= LbrM.35.5410)","LmjF.36.5160","Pre-mRNA-splicing factor CWC22, putative"
"LBRM2904_35.5580 (old tag= LbrM.35.5420)","LmjF.36.5170","vacuolar protein sorting-associated protein-like protein"
"LBRM2904_35.5590 (old tag= LbrM.35.5430)","LmjF.36.5180","aldehyde dehydrogenase, putative"
"LBRM2904_35.5600 (old tag= LbrM.35.5440)","LmjF.36.5190","SWI/SNF-related helicase, putative"
"LBRM2904_35.5610 (old tag= LbrM.35.5450)","LmjF.36.5200","hypothetical protein, conserved"
"LBRM2904_35.5620 (old tag= -)","-","hypothetical protein"
"LBRM2904_35.5630 (old tag= LbrM.35.5460)","LmjF.36.5210","hypothetical protein, conserved"
"LBRM2904_35.5640 (old tag= LbrM.35.5470)","LmjF.36.5220","hypothetical protein, conserved"
"LBRM2904_35.5650 (old tag= LbrM.35.5480)","LmjF.36.5230","hypothetical protein, conserved"
"LBRM2904_35.5660 (old tag= LbrM.35.5490)","LmjF.36.5240","glycosyl hydrolase, putative"
"LBRM2904_35.5670 (old tag= LbrM.35.5500)","LmjF.36.5250","hypothetical protein, conserved"
"LBRM2904_35.5680 (old tag= LbrM.35.5510)","LmjF.36.5260","AP-3 complex subunit beta, putative"
"LBRM2904_35.5690 (old tag= LbrM.35.5520)","LmjF.36.5270","endonuclease/exonuclease protein-like protein"
"LBRM2904_35.5700 (old tag= LbrM.35.5530)","LmjF.36.5280","hypothetical protein, conserved"
"LBRM2904_35.5710 (old tag= LbrM.35.5540)","LmjF.36.5290","hypothetical protein, conserved"
"LBRM2904_35.5720 (old tag= LbrM.35.5550)","LmjF.36.5300","hypothetical protein, conserved"
"LBRM2904_35.5730 (old tag= LbrM.35.5560)","LmjF.36.5310","hypothetical protein, conserved"
"LBRM2904_35.5740 (old tag= LbrM.35.5570)","LmjF.36.5320","Glutathione S-transferase, C-terminal domain containing protein, putative"
"LBRM2904_35.5750 (old tag= LbrM.35.5580)","LmjF.36.5330","hypothetical protein, conserved"
"LBRM2904_35.5760 (old tag= LbrM.35.5590)","LmjF.36.5340","hypothetical protein, conserved"
"LBRM2904_35.5770 (old tag= LbrM.35.5600)","LmjF.36.5350","kinetoplastid kinetochore protein 2, putative"
"LBRM2904_35.5780 (old tag= LbrM.35.5610)","LmjF.36.5360","ubiquinone biosynthesis methyltransferase, putative"
"LBRM2904_35.5790 (old tag= LbrM.35.5620)","LmjF.36.5365","hypothetical protein, conserved"
"LBRM2904_35.5800 (old tag= LbrM.35.5630)","LmjF.36.5370","tyrosine specific protein phosphatase, putative"
"LBRM2904_35.5810 (old tag= LbrM.35.5640)","LmjF.36.5380","NADH dehydrogenase, putative"
"LBRM2904_35.5820 (old tag= LbrM.35.5650)","LmjF.36.5390","phosphoribosylpyrophosphate synthetase, putative"
"LBRM2904_35.5830 (old tag= LbrM.35.5660)","LmjF.36.5400","mitochondrial chaperone BCS1, putative"
"LBRM2904_35.5840 (old tag= -)","-","hypothetical protein"
"LBRM2904_35.5850 (old tag= LbrM.35.5670)","LmjF.36.5410","selenophosphate synthetase, putative"
"LBRM2904_35.5860 (old tag= LbrM.35.5680)","LmjF.36.5420","branch point binding protein, putative"
"LBRM2904_35.5870 (old tag= LbrM.35.5690)","LmjF.36.5430","Macrocin-O-methyltransferase (TylF)/Methyltransferase domain containing protein, putative"
"LBRM2904_35.5880 (old tag= LbrM.35.5700)","LmjF.36.5440","SEP domain/UBX domain containing protein, putative"
"LBRM2904_35.5890 (old tag= LbrM.35.5710)","LmjF.36.5450","hypothetical protein, conserved"
"LBRM2904_35.5900 (old tag= LbrM.35.5720)","LmjF.36.5460","L-2-hydroxyglutarate dehydrogenase, mitochondrial, putative"
"LBRM2904_35.5910 (old tag= -)","-","FAD dependent oxidoreductase/NAD(P)-binding Rossmann-like domain containing protein, putative"
"LBRM2904_35.5920 (old tag= LbrM.35.5730)","LmjF.36.5470","hypothetical protein, conserved"
"LBRM2904_35.5930 (old tag= LbrM.35.5760)","LmjF.36.5480","hypothetical protein, conserved"
"LBRM2904_35.5940 (old tag= LbrM.35.5780)","LmjF.36.5500","Haemolysin-III related, putative"
"LBRM2904_35.5950 (old tag= LbrM.35.5750)","LmjF.36.5510","adiponectin receptor protein 1, putative"
"LBRM2904_35.5960 (old tag= LbrM.35.5790)","LmjF.36.5520","adiponectin receptor protein 1, putative"
"LBRM2904_35.5970 (old tag= LbrM.35.5800)","LmjF.36.5530","Phosphorylated CTD interacting factor 1 WW domain containing protein, putative"
"LBRM2904_35.5980 (old tag= LbrM.35.5810)","LmjF.36.5540","hypothetical protein, conserved"
"LBRM2904_35.5990 (old tag= LbrM.35.5820)","LmjF.36.5550","hypothetical protein, conserved"
"LBRM2904_35.6000 (old tag= LbrM.35.5830)","LmjF.36.5560","aminopeptidase P1, putative"
"LBRM2904_35.6010 (old tag= LbrM.35.5840)","LmjF.36.5570","emp24/gp25L/p24 family/GOLD, putative"
"LBRM2904_35.6020 (old tag= LbrM.35.5850)","LmjF.36.5580","hypothetical protein, conserved"
"LBRM2904_35.6030 (old tag= LbrM.35.5860)","LmjF.36.5590","adenylyl cyclase-associated protein, putative"
"LBRM2904_35.6040 (old tag= LbrM.35.5880)","LmjF.36.5600","hypothetical protein, conserved"
"LBRM2904_35.6050 (old tag= LbrM.35.5890)","LmjF.36.5610","Nuclease-related domain containing protein, putative"
"LBRM2904_35.6060 (old tag= LbrM.35.5900)","LmjF.36.5620","isoleucyl-tRNA synthetase, putative"
"LBRM2904_35.6070 (old tag= LbrM.35.5910)","LmjF.36.5630","hypothetical protein, conserved"
"LBRM2904_35.6080 (old tag= LbrM.35.5920)","LmjF.36.5640","hypothetical protein, conserved"
"LBRM2904_35.6090 (old tag= LbrM.35.5930)","LmjF.36.5650","hypothetical protein, conserved"
"LBRM2904_35.6100 (old tag= LbrM.35.5940)","LmjF.36.5660","Pyridine nucleotide-disulphide oxidoreductase/FAD dependent oxidoreductase/NAD(P)-binding Rossmann-like domain containing protein, putative"
"LBRM2904_35.6110 (old tag= LbrM.35.5950)","LmjF.36.5670","RNA helicase, putative"
"LBRM2904_35.6120 (old tag= LbrM.35.5960)","LmjF.36.5680","hypothetical protein, conserved"
"LBRM2904_35.6130 (old tag= LbrM.35.5970)","LmjF.36.5690","hypothetical protein, conserved"
"LBRM2904_35.6140 (old tag= LbrM.35.5980)","LmjF.36.5700","hypothetical protein, conserved"
"LBRM2904_35.6150 (old tag= LbrM.35.5990)","LmjF.36.5710","Cullin binding, putative"
"LBRM2904_35.6160 (old tag= LbrM.35.6000)","LmjF.36.5720","phosphoprotein lepp12"
"LBRM2904_35.6170 (old tag= LbrM.35.6010)","LmjF.36.5730","hypothetical protein, conserved"
"LBRM2904_35.6180 (old tag= LbrM.35.6020)","LmjF.36.5740","hypothetical protein, conserved"
"LBRM2904_35.6190 (old tag= LbrM.35.6030)","LmjF.36.5750","tRNA pseudouridine synthase TruD, putative"
"LBRM2904_35.6200 (old tag= LbrM.35.6040)","LmjF.36.5760","Rab3 GTPase-activating protein regulatory subunit N-terminus, putative"
"LBRM2904_35.6210 (old tag= LbrM.35.6050)","LmjF.36.5770","Mechanosensitive ion channel, putative"
"LBRM2904_35.6220 (old tag= LbrM.35.6060)","LmjF.36.5780","Gcd10p family, putative"
"LBRM2904_35.6230 (old tag= LbrM.35.6070)","LmjF.36.5790","leucine-rich repeat protein (LRRP), putative"
"LBRM2904_35.6240 (old tag= LbrM.35.6080)","LmjF.36.5800","hypothetical protein, conserved"
"LBRM2904_35.6250 (old tag= LbrM.35.6090)","LmjF.36.5810","hypothetical protein, conserved"
"LBRM2904_35.6260 (old tag= LbrM.35.6110)","LmjF.36.5830","Nitroreductase family, putative"
"LBRM2904_35.6270 (old tag= LbrM.35.6120)","LmjF.36.5840","hypothetical protein, conserved"
"LBRM2904_35.6280 (old tag= LbrM.35.6130)","LmjF.36.5845","kinetoplast-associated protein, putative"
"LBRM2904_35.6290 (old tag= LbrM.35.6150)","LmjF.36.5850","flagellum targeting protein kharon1, putative"
"LBRM2904_35.6300 (old tag= LbrM.35.6170)","LmjF.36.5870","paraflagellar rod component, putative"
"LBRM2904_35.6310 (old tag= LbrM.35.6180)","LmjF.36.5880","ras-like small GTPases, putative"
"LBRM2904_35.6320 (old tag= LbrM.35.6190)","LmjF.36.5890","hypothetical protein, conserved"
"LBRM2904_35.6330 (old tag= LbrM.35.6250)","LmjF.36.5910","Haloacid dehalogenase-like hydrolase, putative"
"LBRM2904_35.6340 (old tag= LbrM.35.6210)","LmjF.36.5920","kinetoplast DNA-associated protein, putative"
"LBRM2904_35.6350 (old tag= LbrM.35.6220)","-","hypothetical protein"
"LBRM2904_35.6360 (old tag= LbrM.35.6230)","LmjF.36.5930","hypothetical protein, conserved"
"LBRM2904_35.6370 (old tag= LbrM.35.6240)","LmjF.36.5940","A distinct subfamily of CDD/CDA-like deaminases, putative"
"LBRM2904_35.6380 (old tag= LbrM.35.6260)","LmjF.36.5950","hypothetical protein, conserved"
"LBRM2904_35.6390 (old tag= LbrM.35.6270)","LmjF.36.5960","glycerophosphoryl diester phosphodiesterase, putative"
"LBRM2904_35.6400 (old tag= -)","-","hypothetical protein"
"LBRM2904_35.6410 (old tag= LbrM.35.6280)","LmjF.36.5970","hypothetical protein, conserved"
"LBRM2904_35.6420 (old tag= LbrM.35.6290)","LmjF.36.5980","hypothetical protein, conserved"
"LBRM2904_35.6430 (old tag= LbrM.35.6300)","LmjF.36.5990","bilobe protein, conserved"
"LBRM2904_35.6440 (old tag= LbrM.35.6320)","LmjF.36.6010","hypothetical protein, conserved"
"LBRM2904_35.6450 (old tag= LbrM.35.6330)","LmjF.36.6020","OTU-like cysteine protease, putative"
"LBRM2904_35.6460 (old tag= LbrM.35.6340)","LmjF.36.6030","hypothetical protein, conserved"
"LBRM2904_35.6470 (old tag= LbrM.35.6350)","LmjF.36.6040","COG (conserved oligomeric Golgi) complex component, COG2/Domain of unknown function (DUF3510), putative"
"LBRM2904_35.6480 (old tag= LbrM.35.6360)","LmjF.36.6050","hypothetical protein, conserved"
"LBRM2904_35.6490 (old tag= LbrM.35.6370)","LmjF.36.6060","eukaryotic translation initation factor 4 gamma, putative"
"LBRM2904_35.6500 (old tag= LbrM.35.6370)","LmjF.36.6060","eukaryotic translation initation factor 4 gamma, putative"
"LBRM2904_35.6510 (old tag= LbrM.35.6380)","LmjF.36.6070","disgorgin, putative"
"LBRM2904_35.6520 (old tag= LbrM.35.6390)","LmjF.36.6080","rab-like GTPase activating protein, putative"
"LBRM2904_35.6530 (old tag= LbrM.35.6400)","LmjF.36.6090","ABC1 family/Phosphotransferase enzyme family, putative"
"LBRM2904_35.6540 (old tag= LbrM.35.6410)","LmjF.36.6100","CCR4-NOT transcription complex subunit 10, putative"
"LBRM2904_35.6550 (old tag= LbrM.35.6420)","LmjF.36.6110","centrin, putative"
"LBRM2904_35.6560 (old tag= -)","-","hypothetical protein"
"LBRM2904_35.6570 (old tag= LbrM.35.6430)","LmjF.36.6120","PP-loop family, putative"
"LBRM2904_35.6580 (old tag= LbrM.35.6440)","LmjF.36.6130","hypothetical protein, conserved"
"LBRM2904_35.6590 (old tag= LbrM.35.6450)","LmjF.36.6140","hypothetical protein, conserved"
"LBRM2904_35.6600 (old tag= LbrM.35.6460)","LmjF.36.6150","hypothetical protein, conserved"
"LBRM2904_35.6610 (old tag= LbrM.35.6470)","LmjF.36.6160","NUP50 (Nucleoporin 50 kDa), putative"
"LBRM2904_35.6620 (old tag= -)","LmjF.36.6170","Kelch motif/Galactose oxidase, central domain containing protein, putative"
"LBRM2904_35.6630 (old tag= LbrM.35.6500)","LmjF.36.6180","Sucrase/ferredoxin-like, putative"
"LBRM2904_35.6640 (old tag= LbrM.35.6510)","LmjF.36.6190","hypothetical protein, conserved"
"LBRM2904_35.6650 (old tag= LbrM.35.6520)","LmjF.36.6200","hypothetical protein, conserved"
"LBRM2904_35.6660 (old tag= -)","-","hypothetical protein"
"LBRM2904_35.6670 (old tag= LbrM.35.6530)","LmjF.36.6210","Vps54-like protein, putative"
"LBRM2904_35.6680 (old tag= -)","-","hypothetical protein"
"LBRM2904_35.6690 (old tag= LbrM.35.6540)","LmjF.36.6220","flagellum transition zone component, putative"
"LBRM2904_35.6700 (old tag= LbrM.35.6550)","LmjF.36.6230","ADP-ribosylation factor-like protein 3b, putative"
"LBRM2904_35.6710 (old tag= LbrM.35.6560)","LmjF.36.6240","hypothetical protein, conserved"
"LBRM2904_35.6720 (old tag= LbrM.35.6570)","LmjF.36.6250","small G-protein, putative"
"LBRM2904_35.6730 (old tag= -)","-","Carboxypeptidase Taq (M32) metallopeptidase, putative"
"LBRM2904_35.6740 (old tag= LbrM.35.6590)","LmjF.36.6270","chaperone protein DNAj, putative"
"LBRM2904_35.6750 (old tag= LbrM.35.6480)","LmjF.36.6280,LmjF.36.6290,LmjF.36.6300","glucose transporter 2"
"LBRM2904_35.6760 (old tag= LbrM.35.6480)","LmjF.36.6280,LmjF.36.6290,LmjF.36.6300","glucose transporter 2"
"LBRM2904_35.6770 (old tag= LbrM.35.6480)","LmjF.36.6280,LmjF.36.6290,LmjF.36.6300","glucose transporter 2"
"LBRM2904_35.6780 (old tag= LbrM.35.6480)","LmjF.36.6280,LmjF.36.6290,LmjF.36.6300","glucose transporter 2"
"LBRM2904_35.6790 (old tag= LbrM.35.6480)","LmjF.36.6280,LmjF.36.6290,LmjF.36.6300","glucose transporter 2"
"LBRM2904_35.6800 (old tag= LbrM.35.6610)","LmjF.36.6310","homocysteine S-methyltransferase, putative"
"LBRM2904_35.6810 (old tag= LbrM.35.6620)","LmjF.36.6320","target of rapamycin (TOR) kinase 1, putative"
"LBRM2904_35.6820 (old tag= LbrM.35.6630)","LmjF.36.6330","hypothetical protein, conserved"
"LBRM2904_35.6830 (old tag= LbrM.35.6640)","LmjF.36.6340","ubiquitin-protein ligase, putative"
"LBRM2904_35.6840 (old tag= LbrM.35.6650)","LmjF.36.6345","hypothetical protein, conserved"
"LBRM2904_35.6850 (old tag= -)","-","hypothetical protein"
"LBRM2904_35.6860 (old tag= LbrM.35.6660)","LmjF.36.6347","hypothetical protein, conserved"
"LBRM2904_35.6870 (old tag= LbrM.35.6680)","LmjF.36.6350","poly(A)-specific ribonuclease PARN, putative"
"LBRM2904_35.6880 (old tag= -)","aa-Cys","tRNA"
"LBRM2904_35.6890 (old tag= -)","-","hypothetical protein, conserved"
"LBRM2904_35.6900 (old tag= -)","-","tRNA"
"LBRM2904_35.6910 (old tag= -)","-","tRNA"
"LBRM2904_35.6920 (old tag= -)","-","tRNA"
"LBRM2904_35.6930 (old tag= LbrM.35.6690)","LmjF.36.6360","Protein of unknown function (DUF2962), putative"
"LBRM2904_35.6940 (old tag= LbrM.35.6700)","LmjF.36.6370","GTPase activating protein, putative"
"LBRM2904_35.6950 (old tag= LbrM.35.6710)","LmjF.36.6380","rib72 protein-like protein"
"LBRM2904_35.6960 (old tag= LbrM.35.6720)","LmjF.36.6390","methylenetetrahydrofolate reductase, putative"
"LBRM2904_35.6970 (old tag= LbrM.35.6730)","LmjF.36.6400","40S ribosomal protein S8, putative"
"LBRM2904_35.6980 (old tag= LbrM.35.6740)","LmjF.36.6410","Domain of unknown function (DUF4496), putative"
"LBRM2904_35.6990 (old tag= LbrM.35.6750)","LmjF.36.6420","hypothetical protein, conserved"
"LBRM2904_35.7000 (old tag= LbrM.35.6760)","LmjF.36.6430","protein transport protein Sec23-like protein"
"LBRM2904_35.7010 (old tag= LbrM.35.6770)","LmjF.36.6440","hypothetical protein, conserved"
"LBRM2904_35.7020 (old tag= LbrM.35.6780)","LmjF.36.6450","hypothetical protein, conserved"
"LBRM2904_35.7030 (old tag= LbrM.35.6790)","LmjF.36.6480","histidine secretory acid phosphatase, putative"
"LBRM2904_35.7040 (old tag= LbrM.35.6800)","LmjF.36.6465","hypothetical protein, conserved"
"LBRM2904_35.7050 (old tag= LbrM.35.6810)","LmjF.36.6470","mitogen-activated protein kinase"
"LBRM2904_35.7060 (old tag= LbrM.35.6820)","LmjF.36.6480","histidine secretory acid phosphatase, putative"
"LBRM2904_35.7070 (old tag= LbrM.35.6830)","LmjF.36.6490","ubiquitin fusion degradation protein, putative"
"LBRM2904_35.7080 (old tag= LbrM.35.6840)","LmjF.36.6500","hypothetical protein, conserved"
"LBRM2904_35.7090 (old tag= LbrM.35.6850)","LmjF.36.6510","cop9 signalosome complex subunit, putative"
"LBRM2904_35.7100 (old tag= LbrM.35.6860)","LmjF.36.6520","hypothetical protein, conserved"
"LBRM2904_35.7110 (old tag= LbrM.35.6870)","LmjF.36.6523","hypothetical protein, conserved"
"LBRM2904_35.7120 (old tag= LbrM.35.6880)","LmjF.36.6525","hypothetical protein, conserved"
"LBRM2904_35.7130 (old tag= LbrM.35.6890)","LmjF.36.6530","Myb-like DNA-binding domain containing protein, putative"
"LBRM2904_35.7140 (old tag= LbrM.35.6900)","LmjF.36.6540","similarity to endo-1-like protein"
"LBRM2904_35.7150 (old tag= LbrM.35.6920)","LmjF.36.6560","Acyl CoA binding protein, putative"
"LBRM2904_35.7160 (old tag= LbrM.35.6930)","LmjF.36.6570","y113g7b.23 protein-like protein"
"LBRM2904_35.7170 (old tag= -)","LmjF.36.6580","hypothetical protein, conserved"
"LBRM2904_35.7180 (old tag= LbrM.35.6950)","LmjF.36.6590","Sperm tail/Sperm tail C-terminal domain containing protein, putative"
"LBRM2904_35.7190 (old tag= LbrM.35.6960)","LmjF.36.6600","hypothetical protein, conserved"
"LBRM2904_35.7200 (old tag= LbrM.35.6980)","LmjF.36.6620","hypothetical protein, conserved"
"LBRM2904_35.7210 (old tag= LbrM.35.6990)","LmjF.36.6630","hypothetical protein, conserved"
"LBRM2904_35.7220 (old tag= LbrM.35.7000)","LmjF.36.6640","hypothetical protein, conserved"
"LBRM2904_35.7230 (old tag= LbrM.35.7010)","LmjF.36.6650","2 -3-bisphosphoglycerate-independent phosphoglycerate mutase"
"LBRM2904_35.7240 (old tag= LbrM.35.7020)","LmjF.36.6660","methyltransferase, putative "
"LBRM2904_35.7250 (old tag= LbrM.35.7030)","LmjF.36.6670","Cytochrome b5-like Heme/Steroid binding domain containing protein, putative"
"LBRM2904_35.7260 (old tag= LbrM.35.7040)","LmjF.36.6680","hypothetical protein, conserved"
"LBRM2904_35.7270 (old tag= LbrM.35.7050)","LmjF.36.6690","f2o10.10 protein-like protein"
"LBRM2904_35.7280 (old tag= -)","-","Organic solute transporter Ostalpha, putative"
"LBRM2904_35.7290 (old tag= LbrM.35.7060)","LmjF.36.6700","hypothetical protein, conserved"
"LBRM2904_35.7300 (old tag= LbrM.35.7070)","LmjF.36.6710","ATPase, putative"
"LBRM2904_35.7310 (old tag= LbrM.35.7080)","LmjF.36.6730","hypothetical protein, conserved"
"LBRM2904_35.7320 (old tag= LbrM.35.7080)","LmjF.36.6730","hypothetical protein, conserved"
"LBRM2904_35.7330 (old tag= LbrM.35.7090)","LmjF.36.6740","hypothetical protein, conserved"
"LBRM2904_35.7340 (old tag= LbrM.35.7100)","LmjF.36.6750","serine peptidase clan SC, family S9A, putative"
"LBRM2904_35.7350 (old tag= LbrM.35.7110)","LmjF.36.6760","ATP synthase delta (OSCP) subunit, putative"
"LBRM2904_35.7360 (old tag= LbrM.35.7120)","LmjF.36.6770","adaptin complex 1 subunit, putative"
"LBRM2904_35.7370 (old tag= LbrM.35.7130)","LmjF.36.6780","nuclear lim interactor-interacting factor, putative"
"LBRM2904_35.7380 (old tag= LbrM.35.7140)","-","SET domain containing protein, putative"
"LBRM2904_35.7390 (old tag= LbrM.35.7150)","LmjF.36.6790","ATPase, putative"
"LBRM2904_35.7400 (old tag= LbrM.35.7160)","LmjF.36.6800","CG1104 protein-like protein"
"LBRM2904_35.7410 (old tag= LbrM.35.7170)","LmjF.36.6810","Thioesterase superfamily, putative"
