"CDSID","ortholog","AssociatedFunction"
"LDHU3_32.4030","LmjF.32.2995","Rab5-interacting protein (Rab5ip) putative"
"LDHU3_32.4040","LmjF.32.2998","Domain of unknown function DUF21 putative"
"LDHU3_32.4050","LmjF.32.3000","Domain of unknown function DUF21 putative"
"LDHU3_32.4060","LmjF.32.3010","leucine-rich repeat protein putative"
"LDHU3_32.4070","LmjF.32.3020","50S ribosome-binding GTPase putative"
"LDHU3_32.4080","LmjF.32.3030","chaperone protein DNAj putative"
"LDHU3_32.4090","LmjF.32.3040","protein phosphatase 2A catalytic subunit putative"
"LDHU3_32.4100","LmjF.32.3050","Miro-like protein/Ras family putative"
"LDHU3_32.4110","LmjF.32.3060","hypothetical protein conserved"
"LDHU3_32.4120","LmjF.32.3065","hypothetical protein conserved"
"LDHU3_32.4130","LmjF.32.3070","Zinc-finger of the MIZ type in Nse subunit/MIZ/SP-RING zinc finger containing protein putative"
"LDHU3_32.4140","LmjF.32.3080","ATP-binding cassette protein subfamily B member 3 putative"
"LDHU3_32.4160","LmjF.32.3090","hypothetical protein conserved"
"LDHU3_32.4170","LmjF.32.3100","hypothetical protein conserved"
"LDHU3_32.4180","LmjF.32.3110","Serine hydrolase (FSH1)/50S ribosome-binding GTPase/GTPase of unknown function C-inal putative"
"LDHU3_32.4200","LmjF.32.3130","ribosomal protein L3 putative"
"LDHU3_32.4210","LmjF.32.3140","pyrroline-5-carboxylate synthetase-like protein"
"LDHU3_32.4220","LmjF.32.3150","Flagellar Member 7"
"LDHU3_32.4230","LmjF.32.3160","Leucine Rich repeat/Leucine Rich Repeat/Leucine Rich repeats (2 copies) putative"
"LDHU3_32.4240","LmjF.32.3170","NADH dehydrogenase subunit NI8M putative"
"LDHU3_32.4250","LmjF.32.3180","mitochondrial RNA binding protein putative"
"LDHU3_32.4260","LmjF.32.3190","Golgi transport complex subunit 5 putative"
"LDHU3_32.4280","LmjF.32.3200","hypothetical protein conserved"
"LDHU3_32.4290","LmjF.32.3210","50S ribosome-binding GTPase/Miro-like protein/Ras family putative"
"LDHU3_32.4310","LmjF.32.3220","hypothetical protein conserved"
"LDHU3_32.4320","LmjF.32.3230","dynein light inediate chain putative"
"LDHU3_32.4340","LmjF.32.3240","hypothetical protein conserved"
"LDHU3_32.4350","LmjF.32.3250","mitogen-activated protein kinase putative"
"LDHU3_32.4360","LmjF.32.3260","glucosamine-6-phosphate isomerase putative"
"LDHU3_32.4380","LmjF.32.3270","chaperonin alpha subunit putative"
"LDHU3_32.4410","LmjF.32.3280","hypothetical protein conserved"
"LDHU3_32.4420","LmjF.32.3290","hypothetical protein conserved"
"LDHU3_32.4430","LmjF.32.3300","chaperone protein DNAj putative"
"LDHU3_32.4440","LmjF.32.3310","dihydrolipoamide dehydrogenase putative"
"LDHU3_32.4450","LmjF.32.3320","cyclin 6 putative"
"LDHU3_32.4460","LmjF.32.3330","hypothetical protein conserved"
"LDHU3_32.4470","LmjF.32.3340","hypothetical protein conserved"
"LDHU3_32.4490","LmjF.32.3350","B-box zinc finger containing protein putative"
"LDHU3_32.4500","LmjF.32.3360","Lipase (class 3) putative"
"LDHU3_32.4510","LmjF.32.3370","chloride channel protein putative"
"LDHU3_32.4520","LmjF.32.3380","tRNA pseudouridine synthase D (TruD) putative"
"LDHU3_32.4530","LmjF.32.3390","hypothetical protein conserved"
"LDHU3_32.4550","LmjF.32.3400","Alpha/beta hydrolase family putative"
"LDHU3_32.4560","LmjF.32.3410","Dopey N-inal putative"
"LDHU3_32.4570","LmjF.32.3420","hypothetical protein conserved"
"LDHU3_32.4580","LmjF.32.3430","Uncharacterised protein family UPF0564 putative"
"LDHU3_32.4590","LmjF.32.3440","hypothetical protein conserved"
"LDHU3_32.4610","LmjF.32.3450","zinc-finger of a C2HC-type putative"
"LDHU3_32.4620","LmjF.32.3460","exosome-associated protein 2 putative"
"LDHU3_32.4640","LmjF.32.3470","RNA-binding protein putative"
"LDHU3_32.4650","LmjF.32.3480","hypothetical protein conserved"
"LDHU3_32.4660","-","hypothetical protein"
"LDHU3_32.4680","LmjF.32.3490","DEAD/DEAH box helicase putative"
"LDHU3_32.4700","LmjF.32.3500","hypothetical protein conserved"
"LDHU3_32.4710","LmjF.32.3550","hypothetical protein conserved"
"LDHU3_32.4720","LmjF.32.3555","Roadblock/LC7 domain containing protein putative"
"LDHU3_32.4730","LmjF.32.3560","hypothetical protein conserved"
"LDHU3_32.4740","LmjF.32.3570","hypothetical protein conserved"
"LDHU3_32.4750","LmjF.32.3590","hypothetical protein conserved"
"LDHU3_32.4760","LmjF.32.3600","hypothetical protein conserved"
"LDHU3_32.4770","LmjF.32.3610","hypothetical protein conserved"
"LDHU3_32.4780","LmjF.32.3620","hypothetical protein conserved"
"LDHU3_32.4790","LmjF.32.3630","hypothetical protein conserved"
"LDHU3_32.4800","LmjF.32.3640","hypothetical protein conserved"
"LDHU3_32.4810","LmjF.32.3650","3-hydroxyisobutyryl-coenzyme a hydrolase-like protein"
"LDHU3_32.4840","LmjF.32.3660","3-hydroxyisobutyryl-coenzyme a hydrolase-like protein"
"LDHU3_32.4850","LmjF.32.3670","3-hydroxyisobutyryl-coenzyme a hydrolase-like protein"
"LDHU3_32.4880","LmjF.32.3670","3-hydroxyisobutyryl-coenzyme a hydrolase-like protein"
"LDHU3_32.4900","LmjF.32.3670","3-hydroxyisobutyryl-coenzyme a hydrolase-like protein"
"LDHU3_32.4920","LmjF.32.3670","3-hydroxyisobutyryl-coenzyme a hydrolase-like protein"
"LDHU3_32.4930","LmjF.32.3670","3-hydroxyisobutyryl-coenzyme a hydrolase-like protein"
"LDHU3_32.4950","LmjF.32.3670","3-hydroxyisobutyryl-coenzyme a hydrolase-like protein"
"LDHU3_32.4960","LmjF.32.3680","3-hydroxyisobutyryl-coenzyme A hydrolase putative"
"LDHU3_32.4970","LmjF.32.3690","hypothetical protein conserved"
"LDHU3_32.4980","LmjF.32.3700","hypothetical protein conserved"
"LDHU3_32.4990","LmjF.32.3710","hypothetical protein conserved"
"LDHU3_32.5000","LmjF.32.3720","BT1 family putative"
"LDHU3_32.5010","LmjF.32.3730","Transmembrane protein 18 putative"
"LDHU3_32.5020","LmjF.32.3740","hypothetical protein conserved"
"LDHU3_32.5030","LmjF.32.3750","Methyltransferase TYW3 putative"
"LDHU3_32.5040","LmjF.32.3760","enolase putative"
"LDHU3_32.5050","LmjF.32.3770","kinetoplast-associated protein p18-2 putative"
"LDHU3_32.5060","LmjF.32.3780","kinetoplast-associated protein 3 putative"
"LDHU3_32.5070","LmjF.32.3790","cyclin-dependent kinase regulatory subunit"
"LDHU3_32.5080","LmjF.32.3800","Tetratricopeptide repeat putative"
"LDHU3_32.5090","LmjF.32.3810","SHQ1 protein putative"
"LDHU3_32.5100","LmjF.32.3820","hypothetical protein conserved"
"LDHU3_32.5110","LmjF.32.3830","hypothetical protein conserved"
"LDHU3_32.5120","LmjF.32.3840","Cornichon protein putative"
"LDHU3_32.5130","LmjF.32.3850","hypothetical protein conserved"
"LDHU3_32.5140","LmjF.32.3860","hypothetical protein conserved"
"LDHU3_32.5160","LmjF.32.3870","Unconventional myosin"
"LDHU3_32.5170","LmjF.32.3880","hypothetical protein conserved"
"LDHU3_32.5180","LmjF.32.3890","AUT2/APG4/ATG4 cysteine peptidase putative"
"LDHU3_32.5190","LmjF.32.3900","60S ribosomal protein L2 putative"
"LDHU3_32.5200","LmjF.32.3910","Endoplasmic Reticulum-Golgi Inediate Compartment (ERGIC)/Endoplasmic reticulum vesicle transporter putative"
"LDHU3_32.5210","LmjF.32.3920","DNA repair helicase and transcription factor protein putative"
"LDHU3_32.5250","LmjF.32.3930","SPRY domain/HECT-domain (ubiquitin-transferase) putative"
"LDHU3_32.5260","LmjF.32.3940","hypothetical protein conserved"
"LDHU3_32.5270","LmjF.32.3950","hypothetical protein conserved"
"LDHU3_32.5280","LmjF.32.3960","hypothetical protein conserved"
"LDHU3_32.5290","LmjF.32.3970","cAMP response protein 1 putative"
"LDHU3_32.5310","LmjF.32.3980","Gar1/Naf1 RNA binding region containing protein putative"
"LDHU3_32.5340","LmjF.32.3990","GIPL galf transferase putative"
"LDHU3_33.0020","LmjF.33.0010","LysM domain containing protein putative"
"LDHU3_33.0030","LmjF.33.0020","hypothetical protein conserved"
"LDHU3_33.0040","LmjF.33.0030","PrimPol-like protein 1 putative"
"LDHU3_33.0050","LmjF.33.0040","hypothetical protein conserved"
"LDHU3_33.0060","LmjF.33.0050","hypothetical protein conserved"
"LDHU3_33.0070","LmjF.33.0060","WD domain G-beta repeat putative"
"LDHU3_33.0080","LmjF.33.0070","hypothetical protein conserved"
"LDHU3_33.0090","LmjF.33.0080","hypothetical protein conserved"
"LDHU3_33.0100","LmjF.33.0090","hypothetical protein conserved"
"LDHU3_33.0110","LmjF.33.0100","ZIP Zinc transporter putative"
"LDHU3_33.0130","LmjF.33.0110","hypothetical protein conserved"
"LDHU3_33.0140","LmjF.33.0115","hypothetical protein"
"LDHU3_33.0150","LmjF.33.0120","CEP19-like protein putative"
"LDHU3_33.0160","LmjF.33.0130","trans-splicing factor putative"
"LDHU3_33.0170","LmjF.33.0140","Ankyrin repeats (3 copies)/Ankyrin repeat putative"
"LDHU3_33.0180","LmjF.33.0150","Protein of unknown function (DUF1762) putative"
"LDHU3_33.0190","LmjF.33.0160","hypothetical protein conserved"
"LDHU3_33.0200","LmjF.33.0170","Tetraspanin family putative"
"LDHU3_33.0210","LmjF.33.0180","hypothetical protein conserved"
"LDHU3_33.0220","LmjF.33.0190","hypothetical protein conserved"
"LDHU3_33.0240","LmjF.33.0200","metallo-peptidase Clan MC Family M14 putative"
"LDHU3_33.0260","LmjF.33.0210","hypothetical protein conserved"
"LDHU3_33.0270","LmjF.33.0220","hypothetical protein conserved"
"LDHU3_33.0280","LmjF.33.0230","palmitoyl acyltransferase 2 putative"
"LDHU3_33.0300","LmjF.33.0235","adenosine deaminase-like protein"
"LDHU3_33.0310","LmjF.33.0240","thiol-dependent reductase 1"
"LDHU3_33.0320","LmjF.33.0250","hypothetical protein conserved"
"LDHU3_33.0330","LmjF.33.0260","RGG-containing protein 2 putative"
"LDHU3_33.0340","LmjF.33.0270","Mpv17 / PMP22 family putative"
"LDHU3_33.0350","LmjF.33.0280","WD domain G-beta repeat putative"
"LDHU3_33.0380","LmjF.33.0290","glucose transporter/membrane transporter D2 putative"
"LDHU3_33.0400","LmjF.33.0295","autophagocytosis protein putative"
"LDHU3_33.0430","LmjF.33.0300","beta-galactofuranosyltransferase-like protein"
"LDHU3_33.0440","LmjF.33.0310","ATP-binding cassette sub-family F member 1 putative"
"LDHU3_33.0460","LmjF.33.0312","heat shock protein 83-17"
"LDHU3_33.0480","LmjF.33.0314","heat shock protein 83-17"
"LDHU3_33.0500","LmjF.33.0316","heat shock protein 83-17"
"LDHU3_33.0520","LmjF.33.0318","heat shock protein 83-17"
"LDHU3_33.0530","LmjF.33.0320","heat shock protein 83-17"
"LDHU3_33.0540","LmjF.33.0323","heat shock protein 83-17"
"LDHU3_33.0550","LmjF.33.0326","heat shock protein 83-17"
"LDHU3_33.0560","LmjF.33.0330","heat shock protein 83-17"
"LDHU3_33.0570","LmjF.33.0333","heat shock protein 83-17"
"LDHU3_33.0580","LmjF.33.0336","heat shock protein 83-17"
"LDHU3_33.0590","LmjF.33.0370","WD domain G-beta repeat putative"
"LDHU3_33.0600","LmjF.33.0380","hypothetical protein conserved"
"LDHU3_33.0610","LmjF.33.0390","hypothetical protein conserved"
"LDHU3_33.0620","LmjF.33.0400","serine peptidase Clan SC Family S9D"
"LDHU3_33.0630","LmjF.33.0410","DNA mismatch repair protein MSH2 putative"
"LDHU3_33.0660","-","hypothetical protein"
"LDHU3_33.0680","LmjF.33.0420","Archaic translocase of outer membrane 11 kDa subunit putative"
"LDHU3_33.0690","LmjF.33.0430","hypothetical protein conserved"
"LDHU3_33.0700","LmjF.33.0440","hypothetical protein conserved"
"LDHU3_33.0710","LmjF.33.0450","hypothetical protein conserved"
"LDHU3_33.0720","LmjF.33.0460","hypothetical protein conserved"
"LDHU3_33.0730","LmjF.33.0470","deoxyribodipyrimidine photo-lyase putative"
"LDHU3_33.0740","LmjF.33.0480","hypothetical protein conserved"
"LDHU3_33.0750","LmjF.33.0490","hypothetical protein conserved"
"LDHU3_33.0770","LmjF.33.0510","SET domain containing protein putative"
"LDHU3_33.0790","LmjF.33.0520","d-xylulose reductase putative"
"LDHU3_33.0800","LmjF.33.0530","Leucine Rich repeat putative"
"LDHU3_33.0810","LmjF.33.0535","hypothetical protein conserved"
"LDHU3_33.0840","LmjF.33.0540","Scaffold protein Nfu/NifU N inal/NifU-like domain containing protein putative"
"LDHU3_33.0850","LmjF.33.0550","hypothetical protein conserved"
"LDHU3_33.0860","LmjF.33.0560","tRNA-splicing ligase RtcB putative"
"LDHU3_33.0870","LmjF.33.0565","hypothetical protein conserved"
"LDHU3_33.0880","LmjF.33.0570","hypothetical protein conserved"
"LDHU3_33.0890","LmjF.33.0580","Ras-induced vulval development antagonist putative"
"LDHU3_33.0900","LmjF.33.0585","hypothetical protein conserved"
"LDHU3_33.0910","LmjF.33.0590","BRE1 E3 ubiquitin ligase putative"
"LDHU3_33.0920","LmjF.33.0600","hypothetical protein conserved"
"LDHU3_33.0940","LmjF.33.0605","hypothetical protein conserved"
"LDHU3_33.0950","LmjF.33.0610","paraflagellar rod component putative"
"LDHU3_33.0960","LmjF.33.0620","intraflagellar transport protein 57/55 putative"
"LDHU3_33.0970","LmjF.33.0630","hypothetical protein conserved"
"LDHU3_33.0980","LmjF.33.0640","hypothetical protein conserved"
"LDHU3_33.0990","LmjF.33.0650","hypothetical protein conserved"
"LDHU3_33.1000","LmjF.33.0660","hypothetical protein conserved"
"LDHU3_33.1010","LmjF.33.0670","protein phosphatase 2A regulatory subunit putative"
"LDHU3_33.1020","LmjF.33.0680","sterol C-24 reductase putative"
"LDHU3_33.1050","LmjF.33.0690","hypothetical protein conserved"
"LDHU3_33.1060","LmjF.33.0700","hypothetical protein conserved"
"LDHU3_33.1070","LmjF.33.0710","POT family putative"
"LDHU3_33.1080","LmjF.33.0720","60S ribosomal protein L6 putative"
"LDHU3_33.1090","LmjF.33.0730","WD domain G-beta repeat putative"
"LDHU3_33.1100","LmjF.33.0740","hypothetical protein conserved"
"LDHU3_33.1110","LmjF.33.0750","hypothetical protein conserved"
"LDHU3_33.1170","LmjF.33.0760","hypothetical protein conserved"
"LDHU3_33.1180","LmjF.33.0765","hypothetical protein conserved"
"LDHU3_33.1200","LmjF.33.0770","G1 cyclin CycE4 putative"
"LDHU3_33.1220","LmjF.33.0780","NLI interacting factor-like phosphatase putative"
"LDHU3_33.1230","LmjF.33.0790","hypothetical protein conserved"
"LDHU3_33.1240","LmjF.33.0792","beta tubulin"
"LDHU3_33.1250","LmjF.33.0816","Misato Segment II tubulin-like domain/Tubulin/FtsZ family GTPase domain containing protein putative"
"LDHU3_33.1260","LmjF.33.0794","beta tubulin"
"LDHU3_33.1270","LmjF.33.0816","Misato Segment II tubulin-like domain/Tubulin/FtsZ family GTPase domain containing protein putative"
"LDHU3_33.1280","LmjF.33.0816","Misato Segment II tubulin-like domain/Tubulin/FtsZ family GTPase domain containing protein putative"
"LDHU3_33.1290","LmjF.33.0796","beta tubulin"
"LDHU3_33.1300","LmjF.33.0816","Misato Segment II tubulin-like domain/Tubulin/FtsZ family GTPase domain containing protein putative"
"LDHU3_33.1310","LmjF.33.0798","beta tubulin"
"LDHU3_33.1320","LmjF.33.0816","Misato Segment II tubulin-like domain/Tubulin/FtsZ family GTPase domain containing protein putative"
"LDHU3_33.1330","LmjF.33.0800","beta tubulin"
"LDHU3_33.1340","LmjF.33.0802","beta tubulin"
"LDHU3_33.1350","LmjF.33.0804","beta tubulin"
"LDHU3_33.1360","LmjF.33.0806","beta tubulin"
"LDHU3_33.1370","LmjF.33.0808","beta tubulin"
"LDHU3_33.1380","LmjF.33.0810","beta tubulin"
"LDHU3_33.1390","LmjF.33.0830","24-dienoyl-coa reductase fadh1 putative"
"LDHU3_33.1410","LmjF.33.0840","hypothetical protein conserved"
"LDHU3_33.1420","LmjF.33.0850","hypothetical protein conserved"
"LDHU3_33.1430","LmjF.33.0860","hypothetical protein conserved"
"LDHU3_33.1440","LmjF.33.0870","hypothetical protein conserved"
"LDHU3_33.1450","LmjF.33.0880","hypothetical protein conserved"
"LDHU3_33.1460","LmjF.33.0890","hypothetical protein conserved"
"LDHU3_33.1470","LmjF.33.0900","dnaj chaperone-like protein"
"LDHU3_33.1480","LmjF.33.0910","hypothetical protein conserved"
"LDHU3_33.1490","LmjF.33.0920","40S ribosomal protein S3 putative"
"LDHU3_33.1500","LmjF.33.0930","hypothetical protein conserved"
"LDHU3_33.1510","LmjF.33.0935","hypothetical protein conserved"
"LDHU3_33.1520","LmjF.33.0940","hypothetical protein conserved"
"LDHU3_33.1530","LmjF.33.0950","WD domain G-beta repeat putative"
"LDHU3_33.1550","LmjF.33.0960","nicotinate phosphoribosyltransferase putative"
"LDHU3_33.1580","LmjF.33.0970","hypothetical protein conserved"
"LDHU3_33.1600","LmjF.33.0980","SKP1-like protein"
"LDHU3_33.1610","LmjF.33.0990","Rhodanese-like domain containing protein putative"
"LDHU3_33.1630","LmjF.33.1000","Diacylglycerol acyltransferase putative"
"LDHU3_33.1640","LmjF.33.1010","calcium-transporting ATPase putative"
"LDHU3_33.1660","LmjF.33.1020","PSP1 C-inal conserved region containing protein putative"
"LDHU3_33.1680","LmjF.33.1030","Protein prenyltransferase alpha subunit repeat putative"
"LDHU3_33.1690","LmjF.33.1035","hypothetical protein conserved"
"LDHU3_33.1700","LmjF.33.1040","hypothetical protein conserved"
"LDHU3_33.1710","LmjF.33.1050","hypothetical protein conserved"
"LDHU3_33.1730","LmjF.33.1060","chloride channel protein putative"
"LDHU3_33.1740","LmjF.33.1070","hypothetical protein conserved"
"LDHU3_33.1750","LmjF.33.1080","YEATS family putative"
"LDHU3_33.1760","LmjF.33.1090","guanylate kinase putative"
"LDHU3_33.1770","LmjF.33.1100","CW-type Zinc Finger putative"
"LDHU3_33.1780","LmjF.33.1110","hypothetical protein conserved"
"LDHU3_33.1790","LmjF.33.1120","hypothetical protein conserved"
"LDHU3_33.1810","LmjF.33.1130","hypothetical protein conserved"
"LDHU3_33.1820","LmjF.33.1140","hypothetical protein"
"LDHU3_33.1840","LmjF.33.1140","hypothetical protein conserved"
"LDHU3_33.1850","LmjF.33.1150","pumilio protein 6 putative"
"LDHU3_33.1870","LmjF.33.1160","hypothetical protein conserved"
"LDHU3_33.1880","LmjF.33.1170","hypothetical protein conserved"
"LDHU3_33.1890","LmjF.33.1180","Axonemal inner arm dynein light chain putative"
"LDHU3_33.1900","LmjF.33.1190","hypothetical protein conserved"
"LDHU3_33.1910","LmjF.33.1200","ATPase family associated with various cellular activities (AAA)/AAA domain (dynein-related subfamily) putative"
"LDHU3_33.1920","LmjF.33.1210","hypothetical protein conserved"
"LDHU3_33.1930","LmjF.33.1220","hypothetical protein conserved"
"LDHU3_33.1940","LmjF.33.1230","WD domain G-beta repeat putative"
"LDHU3_33.1950","LmjF.33.1240","WD domain G-beta repeat putative"
"LDHU3_33.1960","LmjF.33.1245","hypothetical protein conserved"
"LDHU3_33.1970","LmjF.33.1250","mitochondrial RNA binding protein putative"
"LDHU3_33.1980","LmjF.33.1260","hypothetical protein conserved"
"LDHU3_33.1990","LmjF.33.1270","hypothetical protein conserved"
"LDHU3_33.2000","LmjF.33.1280","Thioredoxin putative"
"LDHU3_33.2020","LmjF.33.1290","Major Facilitator Superfamily/Nucleoside H+ symporter/LacY proton/sugar symporter putative"
"LDHU3_33.2030","-","hypothetical protein"
"LDHU3_33.2040","LmjF.33.1300","ABC transporter putative"
"LDHU3_33.2070","LmjF.33.1305","hypothetical protein conserved"
"LDHU3_33.2080","LmjF.33.1310","expression-site associated gene (ESAG3) putative"
"LDHU3_33.2090","LmjF.33.1320","hypothetical protein conserved"
"LDHU3_33.2110","LmjF.33.1330","glutamine aminotransferase putative"
"LDHU3_33.2120","LmjF.33.1340","QA-SNARE protein putative"
"LDHU3_33.2130","LmjF.33.1350","hypothetical protein conserved"
"LDHU3_33.2140","LmjF.33.1355","iron-sulfur cluster assembly protein putative"
"LDHU3_33.2160","-","hypothetical protein"
"LDHU3_33.2180","LmjF.33.1360","hypothetical protein conserved"
"LDHU3_33.2190","LmjF.33.1370","hypothetical protein conserved"
"LDHU3_33.2200","LmjF.33.1380","mitogen activated protein kinase putative"
"LDHU3_33.2210","LmjF.33.1390","hypothetical protein conserved"
"LDHU3_33.2220","LmjF.33.1400","protein kinase putative"
"LDHU3_33.2230","LmjF.33.1410","WD domain G-beta repeat putative"
"LDHU3_33.2250","LmjF.33.1420","amino acid permease-like protein"
"LDHU3_33.2280","LmjF.33.1430","hypothetical protein conserved"
"LDHU3_33.2290","LmjF.33.1440","RNA recognition motif. (a.k.a. RRM RBD or RNP domain) putative"
"LDHU3_33.2310","LmjF.33.1450","RNA recognition motif. (a.k.a. RRM RBD or RNP domain)/RNA recognition motif (a.k.a. RRM RBD or RNP domain) putative"
"LDHU3_33.2350","LmjF.33.1460","RNA recognition motif. (a.k.a. RRM RBD or RNP domain)/RNA recognition motif (a.k.a. RRM RBD or RNP domain) putative"
